,playerName,xT_from_pass,xT_from_dribble,TotalMinutesPlayed,games_90,xT_from_pass_p90,xT_from_dribble_p90
81,Benjamin Lecomte,1.65365801,0.03874282000000001,2724.0,30.0,0.055121933666666664,0.0012914273333333337
82,Beraldo,2.6492510499999997,0.5977382,2089.0,23.0,0.11518482826086955,0.02598861739130435
88,Bradley Barcola,2.3279082399999997,3.96280022,2210.0,25.0,0.09311632959999999,0.1585120088
90,Breel Embolo,1.26989096,0.7385282699999999,1750.0,19.0,0.06683636631578947,0.038869908947368415
91,Brendan Chardonnet,1.54687135,0.14464375000000002,2377.0,26.0,0.05949505192307692,0.005563221153846155
92,Brice Samba,0.97561029,0.009420269999999991,2967.0,33.0,0.02956394818181818,0.000285462727272727
93,Caio Henrique,4.94401989,0.72493513,1913.0,21.0,0.23542951857142858,0.034520720476190474
95,Carlens Arcus,2.31738332,0.45521587999999996,2057.0,23.0,0.10075579652173912,0.019791994782608693
97,Cedric Kipre,2.0415566,0.23630694,2368.0,26.0,0.07852140769230768,0.009088728461538461
98,Charlie Cresswell,1.95155277,-0.20602529999999997,2646.0,29.0,0.06729492310344827,-0.007104320689655171
101,Christopher Wooh,1.0612168599999998,0.40692334,1572.0,17.0,0.06242452117647058,0.02393666705882353
103,Clement Akpa,2.03686998,0.37850663,2510.0,28.0,0.07274535642857143,0.013518093928571428
104,Clinton Mata,3.10172042,0.45614477000000003,2432.0,27.0,0.11487853407407407,0.016894250740740743
105,Corentin Tolisso,3.1845500299999996,0.31558006,2405.0,27.0,0.11794629740740739,0.01168815037037037
106,Cristian Casseres,2.83666237,0.36909664999999997,2708.0,30.0,0.09455541233333334,0.012303221666666666
108,Dante,1.95585155,0.31442926,2090.0,23.0,0.08503702391304348,0.013670837391304346
112,Deiver Machado,1.82134338,0.67957742,1865.0,21.0,0.08673063714285714,0.032360829523809524
114,Denis Zakaria,1.46470252,0.45121414,1990.0,22.0,0.06657738727272727,0.020509733636363634
115,Dennis Appiah,3.3957959,0.71907791,2179.0,24.0,0.14149149583333334,0.02996157958333333
116,Derek Cornelius,1.2060540199999998,0.5365207200000001,1529.0,17.0,0.07094435411764705,0.03156004235294118
117,Desire Doue,3.66067498,2.1322221,1762.0,20.0,0.183033749,0.106611105
118,Diego Moreira,3.99623021,1.5713892999999999,2612.0,29.0,0.13780104172413793,0.05418583793103448
119,Dilane Bakwa,3.99763302,1.80916321,2501.0,28.0,0.14277260785714285,0.06461297178571428
122,Djibril Sidibe,4.7140851999999995,0.35673471,2116.0,24.0,0.19642021666666665,0.014863946250000001
123,Djordje Petrovic,0.9664345300000001,0.07238995999999999,2878.0,32.0,0.030201079062500004,0.0022621862499999997
125,Donovan Leon,1.85461197,0.012621889999999997,2968.0,33.0,0.05620036272727273,0.00038248151515151503
126,Douglas Augusto,1.40404464,-0.012779839999999992,2394.0,27.0,0.052001653333333335,-0.00047332740740740713
127,Duje Caleta-Car,0.8482868499999999,-0.11526133999999996,1685.0,19.0,0.04464667631578947,-0.006066386315789472
128,Dylan Batubinsika,1.28959762,0.26483752,2188.0,24.0,0.053733234166666664,0.011034896666666667
133,Eliesse Ben Seghir,1.7027772700000001,1.24003,1633.0,18.0,0.09459873722222223,0.06889055555555555
135,Elisha Owusu,0.4045333,0.04998533,2430.0,27.0,0.014982714814814814,0.0018513085185185186
138,Emanuel Emegha,-0.44082278999999996,1.75360052,2295.0,26.0,-0.016954722692307692,0.06744617384615384
144,Enzo Tchato,2.4881816399999996,0.5092861999999999,2010.0,22.0,0.11309916545454544,0.023149372727272723
147,Esteban Lepaul,0.19684573,0.53134098,1619.0,18.0,0.010935873888888888,0.029518943333333332
149,Etienne Youte,0.91471114,0.50819919,2459.0,27.0,0.03387819037037037,0.018822192222222225
150,Evann Guessand,2.82648806,1.38754288,2670.0,30.0,0.09421626866666667,0.04625142933333334
151,Fabian Ruiz,2.81960567,0.47746661999999995,1958.0,22.0,0.1281638940909091,0.02170302818181818
153,Facundo Medina,4.30491122,0.63274019,2722.0,30.0,0.14349704066666666,0.021091339666666667
155,Farid El Melali,1.44124838,0.97983728,1929.0,21.0,0.06863087523809523,0.046658918095238096
156,Felix Lemarechal,0.20661354000000004,0.5529759599999999,1786.0,20.0,0.010330677000000002,0.027648797999999995
157,Florent Hanin,4.702319119999999,0.66902054,2725.0,30.0,0.15674397066666665,0.022300684666666667
160,Florian Sotoca,1.56840994,0.50101944,1843.0,20.0,0.078420497,0.025050971999999998
165,Frank Magri,0.20065607000000005,0.5713450299999999,1608.0,18.0,0.011147559444444448,0.031741390555555554
169,Gabriel Gudmundsson,1.73656746,1.26045923,1805.0,20.0,0.086828373,0.0630229615
171,Gabriel Osho,0.93280265,0.16599184,1815.0,20.0,0.0466401325,0.008299592
172,Gabriel Suazo,4.61276995,0.5623284,2194.0,24.0,0.19219874791666666,0.02343035
173,Gaetan Laborde,0.8086549199999999,0.04058284,1804.0,20.0,0.040432746,0.0020291420000000003
174,Gaetan Perrin,3.22102767,1.67423485,2690.0,30.0,0.107367589,0.05580782833333333
176,Gautier Larsonneur,1.16434761,0.05637821,3109.0,35.0,0.03326707457142857,0.001610806
177,Gautier Lloris,1.8285862299999998,0.31440275,2903.0,32.0,0.05714331968749999,0.0098250859375
178,Geoffrey Kondogbia,2.00550014,0.61959152,2042.0,23.0,0.08719565826086957,0.026938761739130433
180,Georges Mikautadze,0.865256,0.9708520199999999,1590.0,18.0,0.04806977777777778,0.05393622333333333
181,Geronimo Rulli,0.58313349,0.03596863999999999,3147.0,35.0,0.016660956857142858,0.0010276754285714282
182,Gianluigi Donnarumma,0.11056640999999996,0.03952766,2104.0,23.0,0.004807235217391303,0.0017185939130434783
183,Gideon Mensah,2.67333083,0.48647001,2300.0,26.0,0.10282041653846154,0.018710385
189,Guela Doue,3.2846591099999998,0.48015066999999995,2880.0,32.0,0.10264559718749999,0.015004708437499998
190,Guillaume Restes,0.64224644,0.027273839999999994,2593.0,29.0,0.022146428965517242,0.0009404772413793101
191,Habib Diarra,2.78079942,0.6513009099999999,2451.0,27.0,0.10299257111111111,0.02412225592592592
193,Hakon Haraldsson,1.50177586,0.72026946,1676.0,19.0,0.0790408347368421,0.03790891894736842
194,Hamed Traore,2.44938343,1.07051462,2154.0,24.0,0.10205764291666668,0.04460477583333333
198,Hans Hateboer,2.3908061999999997,0.53148132,1807.0,20.0,0.11954030999999998,0.026574066
199,Haris Belkebla,0.46929501,0.15985720999999997,1887.0,21.0,0.022347381428571428,0.007612248095238094
204,Hicham Boudaoui,1.9958208199999998,0.8014903899999999,2473.0,27.0,0.07391928962962963,0.029684829259259256
205,Himad Abdelli,2.8275733,1.4733417999999998,2874.0,32.0,0.088361665625,0.046041931249999994
207,Hugo Magnetti,0.43667532,0.36162216999999997,2281.0,25.0,0.0174670128,0.014464886799999998
219,Ismael Doukoure,0.8930992499999998,0.33527987000000004,2712.0,30.0,0.029769974999999994,0.011175995666666667
223,Issa Soumare,0.9852365599999999,0.40832311,1960.0,22.0,0.044783479999999994,0.018560141363636363
228,Jean-Charles Castelletto,1.5939236799999998,0.43187041000000004,2724.0,30.0,0.05313078933333333,0.014395680333333334
229,Jean-Eudes Aholou,0.33237817999999997,0.19964051,1994.0,22.0,0.015108099090909089,0.009074568636363635
239,Jim Allevinah,1.4000027099999999,0.89369035,1723.0,19.0,0.07368435315789473,0.04703633421052631
240,Joao Neves,1.76253589,0.72156974,1873.0,21.0,0.08393028047619049,0.03436046380952381
241,Johann Lepenant,1.0022111200000001,-0.05716563000000003,2049.0,23.0,0.04357439652173913,-0.002485462173913045
244,Jonathan Clauss,5.65548689,0.7221667199999999,2320.0,26.0,0.21751872653846152,0.027775643076923075
245,Jonathan David,0.43815426000000013,0.5038403,2517.0,28.0,0.015648366428571432,0.017994296428571428
246,Jonathan Gradit,2.1435619999999997,0.35913148,2143.0,24.0,0.08931508333333332,0.014963811666666667
249,Jordan Ferri,1.6259857599999998,0.17318678999999998,1771.0,20.0,0.081299288,0.008659339499999998
251,Jordan Lefort,3.2402203,0.42389299,3140.0,35.0,0.09257772285714286,0.012111228285714287
255,Jordan Veretout,0.59960345,0.07725367,1612.0,18.0,0.03331130277777778,0.004291870555555555
256,Joris Chotard,1.40310293,0.17156623,1929.0,21.0,0.06681442523809523,0.008169820476190475
257,Joseph Okumu,2.00971579,0.42559454,1711.0,19.0,0.1057745152631579,0.022399712631578948
258,Joshua King,0.44302153,0.7183694599999999,1674.0,19.0,0.023316922631578946,0.03780891894736842
259,Josue Casimir,1.13251912,0.57175888,2031.0,23.0,0.049239961739130436,0.024859081739130432
261,Jubal,1.2166523599999999,-0.02688421999999999,2723.0,30.0,0.04055507866666666,-0.0008961406666666663
266,Junya Ito,6.5078095,1.51559938,2767.0,31.0,0.2099293387096774,0.04889030258064516
275,Keito Nakamura,2.69157937,1.50256433,2651.0,29.0,0.09281308172413792,0.05181256310344828
276,Kelvin Amian,2.68597215,0.36772383999999997,2210.0,25.0,0.107438886,0.014708953599999998
278,Kenny Lala,7.3596965,0.73331558,2672.0,30.0,0.24532321666666668,0.024443852666666665
279,Kevin Danois,1.2587174399999999,0.26022243,1556.0,17.0,0.07404220235294116,0.015307201764705883
285,Ki-Jana Hoever,2.7325827,0.76660839,2156.0,24.0,0.1138576125,0.031942016250000003
292,Lamine Camara,2.8686601499999997,0.26995739999999996,2002.0,22.0,0.13039364318181818,0.012270790909090907
295,Lassine Sinayoko,0.68373181,1.01305673,2338.0,26.0,0.02629737730769231,0.03896372038461538
297,Lee Kang-In,3.06525523,1.05782822,1734.0,19.0,0.16132922263157895,0.055675169473684206
299,Leo Petrot,2.1470991699999997,0.44343040999999994,2642.0,29.0,0.0740379024137931,0.015290703793103447
300,Leonardo Balerdi,2.36049245,0.72710446,2419.0,27.0,0.0874256462962963,0.026929794814814813
301,Lilian Brassier,2.01851042,0.65559671,2035.0,23.0,0.08776132260869565,0.028504204782608695
302,Lilian Raolisoa,2.18149778,0.4516361,1551.0,17.0,0.12832339882352942,0.026566829411764706
304,Loic Nego,2.95794479,0.67164211,2500.0,28.0,0.10564088535714286,0.023987218214285712
306,Lorenz Assignon,3.12670222,1.63685481,2404.0,27.0,0.11580378592592593,0.06062425222222222
309,Lucas Chevalier,0.6682794400000001,0.06426704999999999,3084.0,34.0,0.019655277647058825,0.0018902073529411762
313,Lucas Perri,0.72477403,0.04705051,3069.0,34.0,0.021316883235294116,0.0013838385294117645
314,Lucas Stassin,0.22070261000000005,0.43649198999999994,1849.0,21.0,0.010509648095238097,0.020785332857142853
316,Ludovic Ajorque,-0.2394323599999999,0.39038766,2418.0,27.0,-0.008867865185185182,0.014458802222222223
317,Ludovic Blas,3.73657337,0.99290222,2347.0,26.0,0.14371436038461538,0.038188546923076924
318,Luis Henrique,3.38380913,1.2209807799999999,2635.0,29.0,0.11668307344827586,0.04210278551724138
320,M'Bala Nzola,-0.53844274,0.049463840000000016,1561.0,17.0,-0.03167310235294118,0.0029096376470588246
321,Maghnes Akliouche,4.31199597,1.7967809799999999,2284.0,25.0,0.1724798388,0.07187123919999999
324,Mahdi Camara,0.98148736,0.7867418700000001,2623.0,29.0,0.03384439172413793,0.027129030000000002
327,Malick Fofana,2.32350339,2.0930888199999997,1619.0,18.0,0.12908352166666667,0.11628271222222221
331,Mamadou Sarr,1.4090503699999999,0.3279775,2410.0,27.0,0.05218705074074074,0.012147314814814814
332,Marcin Bulka,0.7750465000000001,0.03017233,3159.0,35.0,0.022144185714285718,0.0008620665714285714
334,Marco Bizot,1.47791029,0.014771589999999994,2968.0,33.0,0.04478516030303031,0.00044762393939393923
337,Mark McKenzie,1.7390241599999998,0.25963453,2713.0,30.0,0.05796747199999999,0.008654484333333332
338,Marquinhos,2.12921866,0.8026043700000001,1753.0,19.0,0.11206413999999999,0.0422423352631579
339,Marshall Munetsi,0.6563630899999999,-0.28020266,1783.0,20.0,0.032818154499999995,-0.014010133
344,Mason Greenwood,4.6444163199999995,2.54282805,2815.0,31.0,0.14981988129032256,0.08202671129032257
345,Massadio Haidara,1.40510097,0.44212052,1709.0,19.0,0.07395268263157895,0.02326950105263158
348,Mathias Pereira Lage,2.07364908,0.51484597,1567.0,17.0,0.12197935764705882,0.03028505705882353
353,Matthis Abline,0.9788797300000001,0.79205455,2811.0,31.0,0.03157676548387097,0.02555014677419355
357,Melvin Bard,3.2122793499999998,1.24264843,1959.0,22.0,0.1460126977272727,0.056484019545454546
361,Mickael Nade,1.10103186,0.30713276,2304.0,26.0,0.04234737923076923,0.011812798461538461
368,Modibo Sagnan,1.0727485399999999,0.41913557,2229.0,25.0,0.042909941599999994,0.0167654228
374,Mohamed-Ali Cho,1.69546387,1.35881931,1665.0,18.0,0.09419243722222222,0.07548996166666666
376,Moise Bombito,1.53169498,0.43722537999999994,2348.0,26.0,0.058911345384615385,0.01681636076923077
379,Moses Simon,3.58143557,2.3777718699999997,2637.0,29.0,0.12349777827586207,0.08199213344827586
381,Mousa Al Ta'mari,0.35599461,1.54717141,1742.0,19.0,0.01873655842105263,0.08143007421052632
382,Moussa Niakhate,2.28059689,0.7009200800000001,2811.0,31.0,0.07356764161290323,0.022610325161290325
387,Nathan Zeze,0.97065991,0.15785021000000002,1527.0,17.0,0.05709764176470588,0.009285306470588237
389,Neil El Aynaoui,1.04528121,0.13578303,1642.0,18.0,0.058071178333333334,0.0075435016666666665
390,Nemanja Matic,2.16397594,0.14946099999999998,1985.0,22.0,0.09836254272727273,0.006793681818181818
394,Nicolas Cozza,1.3526321499999998,0.22788487,2213.0,25.0,0.054105285999999995,0.0091153948
395,Nicolas Pallois,0.92457702,0.10947168000000002,2067.0,23.0,0.04019900086956522,0.004759638260869566
397,Nicolas Tagliafico,1.59762579,0.51658078,1911.0,21.0,0.07607741857142857,0.02459908476190476
403,Nuno Mendes,3.13297554,1.00369598,1671.0,19.0,0.1648934494736842,0.05282610421052632
408,Oumar Diakite,0.45772537,0.44418708999999995,1668.0,19.0,0.02409080894736842,0.023378267894736838
410,Ousmane Dembele,3.35694096,3.22274979,1729.0,19.0,0.17668110315789476,0.16961841
413,Pablo Rosario,0.96018447,0.27620327,1804.0,20.0,0.048009223499999996,0.0138101635
418,Pedro Chirivella,2.82496002,0.23394342,2317.0,26.0,0.10865230846153845,0.008997823846153847
419,Philipp Kohn,0.28272385,0.014498379999999995,1729.0,19.0,0.014880202631578947,0.0007630726315789471
421,Pierre Ekwah,1.75602405,0.28915214,2575.0,29.0,0.06055255344827586,0.009970763448275861
422,Pierre Lees-Melou,1.7732513799999998,0.20369384999999998,1501.0,17.0,0.10430890470588235,0.011981991176470587
423,Pierre-Emile Hojbjerg,2.84605514,0.42904505000000004,2722.0,30.0,0.09486850466666666,0.014301501666666668
430,Quentin Merlin,1.09785373,0.67968598,1623.0,18.0,0.06099187388888889,0.03776033222222222
431,Rabby Nzingoula,0.70304511,0.40274936999999994,1657.0,18.0,0.03905806166666667,0.022374964999999997
438,Rayan Cherki,5.89801739,2.31464167,2055.0,23.0,0.25643553869565217,0.10063659434782608
452,Saidou Sow,0.83945701,0.13090123000000004,1936.0,22.0,0.038157136818181815,0.00595005590909091
457,Sebastian Nanasi,2.01612604,0.72147674,2100.0,23.0,0.08765765391304348,0.031368553913043475
462,Sergio Akieme,2.7332907,0.93559659,2555.0,28.0,0.097617525,0.033414163928571425
466,Sinaly Diomande,1.03997802,0.09484221000000002,1974.0,22.0,0.04727172818181818,0.004311009545454546
472,Steve Mandanda,0.48276161,0.0189984,1582.0,18.0,0.026820089444444445,0.0010554666666666667
474,Takumi Minamino,2.1100964799999997,0.52729116,2169.0,24.0,0.08792068666666665,0.021970464999999998
479,Teji Savanier,6.04726642,0.38386106,2465.0,27.0,0.22397283037037036,0.014217076296296295
489,Thilo Kehrer,2.17188085,0.36382421,2336.0,26.0,0.08353387884615385,0.013993238846153845
491,Thomas Meunier,1.97975488,0.6789270199999999,1892.0,21.0,0.09427404190476191,0.03232985809523809
499,Valentin Atangana Edoa,0.37056507,0.84287179,2872.0,32.0,0.0115801584375,0.0263397434375
502,Valentin Rongier,1.14361738,0.42127502,1583.0,18.0,0.0635342988888889,0.023404167777777776
503,Vanderson,2.78855524,0.64262192,1962.0,22.0,0.1267525109090909,0.02921008727272727
505,Vincent Sierro,3.51456819,0.31442098999999996,2413.0,27.0,0.13016919222222223,0.01164522185185185
506,Vitinha,3.1401315899999998,1.30184502,2080.0,23.0,0.1365274604347826,0.05660195739130435
510,Warren Zaire-Emery,0.2682544500000001,0.8028776599999999,2119.0,24.0,0.011177268750000004,0.03345323583333333
513,Wilfried Singo,2.00234127,0.6079095,2035.0,23.0,0.08705831608695652,0.026430847826086956
515,Willian Pacho,0.9651295400000002,0.26070796999999996,2157.0,24.0,0.04021373083333334,0.010862832083333331
518,Yahia Fofana,0.82935965,0.017065959999999995,3048.0,34.0,0.02439293088235294,0.0005019399999999999
521,Yann Gboho,2.18481328,1.7514173,2409.0,27.0,0.08091901037037037,0.06486730740740741
522,Yassin Belkhdim,0.40649600999999996,0.17570765,1558.0,17.0,0.023911529999999997,0.010335744117647058
523,Yassine Kechta,1.4697277899999999,0.60475079,2097.0,23.0,0.06390120826086956,0.02629351260869565
525,Yehvann Diouf,1.10365742,0.035675069999999996,3142.0,35.0,0.03153306914285714,0.0010192877142857141
530,Youssouf Ndayishimiye,1.2891738,0.38271025999999997,1956.0,22.0,0.05859880909090909,0.01739592090909091
535,Zakaria Aboukhlal,1.08857593,1.1027836,1982.0,22.0,0.04948072409090909,0.05012652727272727
538,Zuriko Davitashvili,1.96621032,1.47155883,2759.0,31.0,0.0634261393548387,0.04746963967741936
539,nan,0.0,-0.3254153000000001,28192.0,313.0,0.0,-0.001039665495207668
