,playerName,xT_from_pass,xT_from_dribble,TotalMinutesPlayed,games_90,xT_from_pass_p90,xT_from_dribble_p90
160,David Soria,2.9374277,0.01733598,3551.0,39.0,0.07531865897435898,0.0004445123076923077
163,Diego Conde,0.38927333,0.03534015,2001.0,22.0,0.01769424227272727,0.0016063704545454546
166,Diego Llorente,1.48606906,0.15963871000000004,2678.0,30.0,0.049535635333333335,0.005321290333333335
167,Diego Lopez,2.12597678,0.8663905399999999,2738.0,30.0,0.07086589266666667,0.028879684666666666
169,Diego Rico,7.07335564,0.26417701,2967.0,33.0,0.2143441103030303,0.008005363939393939
170,Dimitri Foulquier,2.40203475,0.74833986,2452.0,27.0,0.08896425,0.02771629111111111
172,Djene Dakonam,2.08422097,0.20679379,2624.0,29.0,0.07186968862068965,0.007130820344827586
173,Djibril Sow,0.78792069,0.15848471999999997,2118.0,24.0,0.03283002875,0.006603529999999999
174,Dodi Lukebakio,1.42546931,2.6374611299999997,3278.0,36.0,0.03959636972222222,0.07326280916666666
175,Domingos Duarte,0.6646385499999999,0.04653556000000001,1886.0,21.0,0.03164945476190476,0.0022159790476190483
176,Dominik Greif,1.68431333,0.0342412,2881.0,32.0,0.0526347915625,0.0010700375
177,Donny van de Beek,1.12539917,0.08344394,1507.0,17.0,0.06619995117647058,0.004908467058823529
185,Enzo Barrenechea,1.2127808299999998,0.22341365999999996,2164.0,24.0,0.05053253458333332,0.009308902499999999
186,Enzo Boyomo,2.00392344,0.45082882,3372.0,37.0,0.05416009297297297,0.012184562702702703
188,Eray Comert,0.76523074,0.19870772,1763.0,20.0,0.038261537,0.009935386000000001
194,Fabio Silva,0.63619793,-0.04847283999999999,1942.0,22.0,0.028918087727272727,-0.0022033109090909084
196,Federico Valverde,3.8423820099999997,0.85044777,3095.0,34.0,0.11301123558823528,0.025013169705882354
204,Florian Lejeune,3.6360477799999997,0.50666126,3449.0,38.0,0.09568546789473684,0.013333191052631579
205,Fran Beltran,1.61045152,0.4237593,2447.0,27.0,0.05964635259259259,0.01569478888888889
206,Fran Garcia,0.9719332599999999,1.07372166,2202.0,24.0,0.04049721916666666,0.044738402499999996
219,Giorgi Mamardashvili,1.2797142,0.0232785,3141.0,35.0,0.036563262857142856,0.0006651000000000001
220,Giovani Lo Celso,3.2420113,0.32184332,1561.0,17.0,0.19070654705882353,0.018931959999999998
221,Giuliano Simeone,2.30093725,0.90268447,1951.0,22.0,0.10458805681818183,0.04103111227272727
224,Gorka Guruzeta,-0.10083398999999993,-0.26661268,1928.0,21.0,-0.004801618571428568,-0.012695841904761904
230,Hugo Alvarez,0.90192661,1.7221665499999999,1681.0,19.0,0.047469821578947365,0.0906403447368421
231,Hugo Duro,-0.44968399999999986,-0.034115349999999996,2238.0,25.0,-0.017987359999999994,-0.0013646139999999999
235,Iago Aspas,2.0531943,0.6254945199999999,1814.0,20.0,0.102659715,0.031274725999999996
238,Igor Zubeldia,1.5197983199999998,0.5885857800000001,2451.0,27.0,0.05628882666666666,0.021799473333333336
244,Ilaix Moriba,1.54071426,0.40674903999999995,2216.0,25.0,0.0616285704,0.016269961599999997
247,Inaki Williams,3.89974008,2.12628856,2767.0,31.0,0.12579806709677419,0.0685899535483871
249,Inigo Martinez,3.7603329399999996,1.27337488,2534.0,28.0,0.134297605,0.04547767428571429
252,Isaac Romero,0.13579666000000007,0.29456609,2285.0,25.0,0.005431866400000002,0.0117826436
253,Isco,3.08576202,0.5581058399999999,1576.0,18.0,0.17143122333333335,0.031005879999999993
254,Isi Palazon,2.02413727,0.1992913,2209.0,25.0,0.08096549080000001,0.007971652000000001
259,Ivan Martin,0.96402354,0.50812295,2110.0,23.0,0.04191406695652174,0.02209230217391304
260,Ivan Sanchez,3.12097328,1.11401116,1532.0,17.0,0.18358666352941175,0.06553006823529411
266,Jan Oblak,0.6432987099999999,0.01414215,3440.0,38.0,0.01692891342105263,0.00037216184210526316
268,Jasper Cillessen,1.08232809,0.03189081,2497.0,28.0,0.03865457464285715,0.0011389574999999999
269,Javi Galan,2.3204941999999997,0.8953606199999999,1884.0,21.0,0.1104997238095238,0.042636219999999996
270,Javi Guerra,2.27909259,0.76799174,2605.0,29.0,0.0785893996551724,0.02648247379310345
271,Javi Hernandez,1.6259014999999999,0.7316571999999999,2430.0,27.0,0.06021857407407407,0.02709841481481481
273,Javi Lopez,1.6599697999999998,0.33086642,2045.0,23.0,0.07217259999999999,0.01438549652173913
275,Javi Munoz,2.3340671299999998,0.48887502,2773.0,31.0,0.07529248806451612,0.015770161935483872
276,Javi Puado,0.8316508,1.50835948,2995.0,33.0,0.025201539393939393,0.04570786303030303
277,Javi Rodriguez,1.44709611,0.46212168000000003,2591.0,29.0,0.049899865862068966,0.015935230344827588
278,Javi Sanchez,1.4224058099999999,0.03505006000000002,2130.0,24.0,0.05926690874999999,0.0014604191666666676
281,Jesus Areso,5.30961584,1.4034038599999998,3123.0,35.0,0.15170330971428572,0.040097253142857135
288,Joan Garcia,1.60357452,0.04675542,3553.0,39.0,0.041117295384615386,0.0011988569230769232
289,Joan Jordan,2.23084872,0.1260394,1509.0,17.0,0.13122639529411764,0.007414082352941176
290,Jofre Carreras,1.36738305,1.19827387,2186.0,24.0,0.056974293749999995,0.04992807791666667
291,Johan Mojica,6.2917512,0.55926834,2838.0,32.0,0.196617225,0.017477135625
293,Johnny Cardoso,0.3812506499999999,0.31817404000000005,2287.0,25.0,0.015250025999999996,0.012726961600000001
294,Jon Aramburu,2.54551096,0.27946567999999994,2506.0,28.0,0.09091110571428572,0.00998091714285714
295,Jon Guridi,0.73926233,0.5388647,2077.0,23.0,0.03214184043478261,0.0234289
298,Jon Moncayola,3.55165578,0.23317723,2172.0,24.0,0.1479856575,0.009715717916666667
303,Jorge Saenz,0.9784535,-0.10124985999999998,1717.0,19.0,0.051497552631578944,-0.005328939999999999
304,Jorge de Frutos,1.3113356,1.28185313,2523.0,28.0,0.04683341428571429,0.045780468928571426
305,Jose Angel Carmona,2.30193882,0.5088273400000001,3015.0,34.0,0.06770408294117647,0.014965510000000001
308,Jose Gaya,3.2471639,0.3763186399999999,1882.0,21.0,0.15462685238095236,0.017919935238095236
310,Jose Maria Gimenez,1.3361002,0.27755074,2230.0,25.0,0.053444008,0.0111020296
314,Juan Cruz,3.71044517,1.10769883,3675.0,41.0,0.09049866268292682,0.02701704463414634
315,Juan Foyth,1.93589937,0.3273716,1622.0,18.0,0.107549965,0.01818731111111111
317,Juan Iglesias,4.6313936,0.20878097999999998,2969.0,33.0,0.14034526060606062,0.006326696363636363
320,Juanlu Sanchez,1.05852503,0.54824127,1768.0,20.0,0.0529262515,0.0274120635
324,Jude Bellingham,1.42294174,0.9921203399999999,2666.0,30.0,0.04743139133333333,0.033070678
326,Jules Kounde,2.58360033,0.7764706199999999,2748.0,31.0,0.08334194612903226,0.025047439354838705
327,Julian Alvarez,1.95481174,1.20903907,2516.0,28.0,0.069814705,0.043179966785714285
331,Karl Hein,1.2707153999999998,0.06321367,2863.0,32.0,0.039709856249999995,0.0019754271875
335,Kike Garcia,0.11445293000000005,0.15222312000000005,2583.0,29.0,0.003946652758620692,0.005249073103448278
337,Kike Salas,1.74677906,0.13363137000000003,2291.0,25.0,0.06987116239999999,0.005345254800000001
338,Kiko Femenia,3.45594668,0.53412476,2358.0,26.0,0.13292102615384616,0.02054326
340,Kirian Rodriguez,1.06091476,0.33863009,1805.0,20.0,0.053045737999999995,0.0169315045
341,Koke,2.38385108,0.29719594,1975.0,22.0,0.10835686727272727,0.013508906363636363
342,Kylian Mbappe,2.60132965,3.79676284,2975.0,33.0,0.07882817121212121,0.1150534193939394
343,Ladislav Krejci,2.9367209499999998,0.84269715,2593.0,29.0,0.10126623965517241,0.029058522413793104
344,Lamine Yamal,6.92038845,3.41982616,2807.0,31.0,0.22323833709677418,0.1103169729032258
346,Leandro Cabrera,2.86854649,0.44145329,2963.0,33.0,0.08692565121212122,0.013377372424242424
348,Logan Costa,1.95171301,0.43984308,2666.0,30.0,0.06505710033333333,0.014661436
349,Loic Bade,2.0753506699999997,0.24736813,2941.0,33.0,0.06288941424242424,0.007496003939393939
353,Lucas Rosa,1.39329305,0.37271312,2006.0,22.0,0.06333150227272727,0.016941505454545456
354,Lucas Torro,1.3671033499999998,0.28676482999999997,3046.0,34.0,0.040208922058823524,0.008434259705882352
355,Lucas Vazquez,2.13275728,0.9383598899999999,2212.0,25.0,0.0853102912,0.03753439559999999
356,Lucien Agoume,1.85450164,0.22524364,2166.0,24.0,0.07727090166666667,0.009385151666666666
357,Luis Milla,4.4566732899999995,0.43840962999999994,3042.0,34.0,0.13107862617647056,0.01289440088235294
358,Luis Perez,4.31065175,0.44233205,2668.0,30.0,0.14368839166666666,0.014744401666666665
359,Luis Rioja,5.28590506,1.39426601,2927.0,33.0,0.16017894121212123,0.04225048515151515
360,Luiz Junior,0.39356095999999996,0.02578549,1551.0,17.0,0.02315064470588235,0.0015167935294117649
361,Luka Modric,4.64879681,0.7488619799999999,1861.0,21.0,0.22137127666666667,0.03566009428571428
363,Luka Sucic,1.08287065,0.37406856,1807.0,20.0,0.0541435325,0.018703428
365,Mamadou Sylla,-0.03915064999999994,0.25542639999999994,1612.0,18.0,-0.0021750361111111077,0.014190355555555553
369,Manu Sanchez,1.5044255299999998,0.61449269,2698.0,30.0,0.05014751766666666,0.020483089666666666
370,Marash Kumbulla,1.5384251599999998,0.27066299000000005,3165.0,35.0,0.04395500457142857,0.007733228285714287
371,Marc Bartra,1.43590406,0.18529147,2145.0,24.0,0.05982933583333333,0.007720477916666667
374,Marc Casado,0.8018579599999999,0.16140452,1688.0,19.0,0.04220305052631578,0.008494974736842105
379,Marcos Alonso,3.88799028,0.93561669,2762.0,31.0,0.12541904129032258,0.030181183548387096
381,Marcos Llorente,2.71335635,0.88568806,2574.0,29.0,0.09356401206896553,0.030540967586206898
383,Mario Martin,0.71534861,0.35456692,1913.0,21.0,0.03406421952380952,0.016884139047619047
384,Marko Dmitrovic,1.90800547,0.007783159999999995,2974.0,33.0,0.05781834757575757,0.00023585333333333316
387,Martin Valjent,1.63453926,0.48199695,2831.0,31.0,0.052727072903225806,0.015548288709677418
388,Martin Zubimendi,2.28968155,0.7397330999999999,3108.0,35.0,0.06541947285714286,0.021135231428571426
393,Matija Nastasic,1.0570863099999999,-0.09944947999999997,2247.0,25.0,0.0422834524,-0.003977979199999999
394,Mauro Arambarri,0.3169786,0.09757690999999999,2763.0,31.0,0.010225116129032258,0.003147642258064516
397,Miguel Gutierrez,3.80913458,0.80588675,2584.0,29.0,0.13134946827586205,0.027789198275862067
398,Miguel de la Fuente,0.19499085000000002,0.11453047999999999,1835.0,20.0,0.009749542500000001,0.005726523999999999
400,Mika Marmol,3.51274804,0.66535182,2485.0,28.0,0.12545528714285714,0.023762565000000003
401,Mikel Jauregizar,0.91034829,0.05937637,2320.0,26.0,0.035013395769230765,0.0022837065384615383
402,Mikel Oyarzabal,0.66156427,0.7447718999999999,2373.0,26.0,0.025444779615384612,0.028645073076923076
406,Moussa Diarra,1.53845832,0.23617512999999998,2018.0,22.0,0.06992992363636363,0.01073523318181818
412,Nahuel Molina,2.11824644,0.47717633000000004,1637.0,18.0,0.11768035777777779,0.026509796111111112
413,Nahuel Tenaglia,3.75612367,0.54635634,3011.0,33.0,0.1138219293939394,0.01655625272727273
414,Natan,1.1345010599999998,0.37509019,2280.0,25.0,0.045380042399999994,0.0150036076
415,Nayef Aguerd,1.96660307,0.57698072,1832.0,20.0,0.09833015349999999,0.028849036
416,Nemanja Gudelj,1.28756838,0.11592120999999998,2556.0,28.0,0.045984585,0.004140043214285714
418,Nico Williams,1.7750159399999998,2.16402845,2010.0,22.0,0.08068254272727272,0.09836492954545455
419,Nicolas Pepe,2.19999505,1.02344136,1568.0,17.0,0.12941147352941176,0.06020243294117648
421,Oihan Sancet,0.58418954,0.91564546,1665.0,18.0,0.032454974444444444,0.05086919222222222
422,Oliver McBurnie,-0.4577834499999999,-0.29499189,1972.0,22.0,-0.020808338636363635,-0.013408722272727271
423,Omar Alderete,2.66514902,0.039271960000000036,3130.0,35.0,0.07614711485714286,0.001122056000000001
424,Omar El Hilali,2.1901828,0.33576314,3231.0,36.0,0.060838411111111115,0.00932675388888889
425,Omar Mascarell,0.54461317,0.13668193999999997,2000.0,22.0,0.02475514409090909,0.006212815454545453
427,Orjan Nyland,1.09638442,0.01384783999999999,2842.0,32.0,0.034262013125,0.0004327449999999997
429,Oscar De Marcos,3.43514147,0.24311696,1577.0,18.0,0.19084119277777778,0.013506497777777777
430,Oscar Mingueza,6.43453473,0.9615426399999999,2793.0,31.0,0.2075656364516129,0.03101750451612903
433,Oscar Valentin,1.13913149,0.014376269999999991,2089.0,23.0,0.04952745608695652,0.000625055217391304
434,Pablo Barrios,2.4716337399999997,0.6487752299999999,2528.0,28.0,0.08827263357142856,0.023170543928571426
436,Pablo Fornals,2.74049584,0.37648575,1805.0,20.0,0.137024792,0.018824287500000002
439,Pablo Maffeo,5.09312652,0.58673011,2498.0,28.0,0.18189737571428571,0.020954646785714286
443,Pape Gueye,2.28450441,0.71301137,2307.0,26.0,0.08786555423076922,0.027423514230769233
444,Pathe Ciss,1.26234371,0.36105075,2154.0,24.0,0.05259765458333333,0.015043781249999999
446,Pau Cubarsi,3.47391165,0.5560516300000001,2656.0,30.0,0.115797055,0.01853505433333334
450,Paulo Gazzaniga,0.6020220199999999,0.08642877,3382.0,38.0,0.015842684736842104,0.002274441315789474
451,Pedri,6.1765875999999995,1.5054440699999998,2813.0,31.0,0.19924476129032256,0.048562711935483865
456,Pep Chavarria,2.65946368,0.66028132,2674.0,30.0,0.08864878933333334,0.022009377333333333
457,Pepelu,2.8939803,0.29927486999999997,1914.0,21.0,0.13780858571428573,0.014251184285714284
461,Pol Lozano,1.36843924,0.13989863999999996,1941.0,22.0,0.06220178363636364,0.006359029090909089
468,Raphinha,6.6599527499999995,2.25059695,2903.0,32.0,0.20812352343749999,0.0703311546875
470,Raul Asencio,0.9359383,0.18323006,1660.0,18.0,0.051996572222222225,0.010179447777777777
473,Raul Moro,4.7659743599999995,1.8596711499999998,2373.0,26.0,0.18330670615384614,0.07152581346153845
476,Renato Tapia,1.06129754,0.25894624,2478.0,28.0,0.03790348357142857,0.00924808
478,Robert Lewandowski,-0.7165043599999998,0.4339893899999999,2660.0,30.0,-0.023883478666666662,0.014466312999999998
482,Robin Le Normand,1.3911267999999999,0.24777475000000002,2299.0,26.0,0.05350487692307692,0.009529798076923078
485,Rodrigo De Paul,4.71250843,0.8275238699999999,2132.0,24.0,0.19635451791666667,0.034480161249999995
487,Rodrygo,1.86252682,2.00907584,2001.0,22.0,0.08466031,0.09132162909090909
489,Romain Perraud,1.73877988,0.7541042099999999,2168.0,24.0,0.07244916166666666,0.03142100875
491,Ruben Garcia,4.11789339,0.44626265,2380.0,26.0,0.158380515,0.017163948076923077
495,Samu Costa,1.2493018599999999,0.38737023,2705.0,30.0,0.041643395333333326,0.012912340999999999
496,Samuel Lino,0.99411728,1.10746639,1546.0,17.0,0.05847748705882353,0.06514508176470588
497,Sandro Ramirez,1.6877776599999998,0.89293914,2119.0,24.0,0.07032406916666666,0.0372057975
498,Santi Comesana,1.9542542999999999,0.40473438,2711.0,30.0,0.06514181,0.013491146
499,Santiago Mourino,1.1993729199999998,0.21826747,1993.0,22.0,0.0545169509090909,0.009921248636363636
500,Saul Niguez,0.67756358,0.16385531,1651.0,18.0,0.037642421111111116,0.009103072777777778
501,Scott McKenna,1.2394442099999998,0.21778113,2615.0,29.0,0.04273945551724137,0.007509694137931034
505,Sergi Altimira,0.8005931,0.28108708000000004,1996.0,22.0,0.036390595454545455,0.012776685454545456
507,Sergi Cardona,4.84986215,0.72872215,3091.0,34.0,0.1426430044117647,0.021433004411764704
508,Sergi Darder,3.78880034,0.6362654,2635.0,29.0,0.1306482875862069,0.021940186206896552
514,Sergio Carreira,1.95425842,0.5475298899999999,1664.0,18.0,0.10856991222222222,0.030418327222222215
515,Sergio Gomez,3.89607943,0.53574393,2786.0,31.0,0.12567998161290322,0.017282062258064515
516,Sergio Gonzalez,1.6945989799999999,0.08080630000000001,3087.0,34.0,0.04984114647058823,0.0023766558823529417
517,Sergio Herrera,2.17717726,0.025451170000000002,3449.0,38.0,0.05729413842105263,0.0006697676315789474
519,Seydouba Cisse,0.33835988,0.47431086,2515.0,28.0,0.012084281428571429,0.01693967357142857
524,Stanko Juric,0.32195116,-0.22411936,1849.0,21.0,0.01533100761904762,-0.010672350476190477
531,Takefusa Kubo,3.1382820799999998,2.46379731,2379.0,26.0,0.12070315692307691,0.09476143499999999
537,Thibaut Courtois,0.33279239999999993,0.047704319999999974,2858.0,32.0,0.010399762499999998,0.0014907599999999992
538,Thierno Barry,0.25022341000000003,0.79502297,2380.0,26.0,0.00962397730769231,0.03057780653846154
547,Unai Lopez,0.99513345,0.19196697999999995,1769.0,20.0,0.0497566725,0.009598348999999997
550,Unai Simon,1.00123811,0.019166019999999992,1896.0,21.0,0.04767800523809524,0.0009126676190476186
554,Valentin Rosier,1.8564029999999998,0.62309793,2780.0,31.0,0.059883967741935475,0.020099933225806454
556,Vedat Muriqi,-0.18282713999999997,0.14793005,2153.0,24.0,-0.007617797499999999,0.006163752083333334
557,Vicente Guaita,0.40529516,0.012804860000000001,3158.0,35.0,0.011579861714285714,0.0003658531428571429
562,Vinicius Junior,3.2062213,4.30087147,2322.0,26.0,0.12331620384615385,0.16541813346153844
563,Viti Rozada,1.75307463,0.39750207,2095.0,23.0,0.07622063608695652,0.017282698695652174
573,Yangel Herrera,0.3291431,0.32243300999999996,2305.0,26.0,0.012659350000000002,0.012401269615384614
577,Yeray Alvarez,1.6068581499999999,0.47345817,1876.0,21.0,0.07651705476190476,0.022545627142857145
578,Yeremy Pino,2.6749898699999997,0.82938839,1932.0,21.0,0.12738047,0.03949468523809524
580,Youssouf Sabaly,1.4022073800000001,0.26964284,1649.0,18.0,0.07790041,0.014980157777777777
581,Yuri Berchiche,3.0648841,0.48925434,2085.0,23.0,0.13325583043478262,0.021271927826086955
582,Yvan Neyou,0.9518897999999999,0.43929233999999995,2426.0,27.0,0.03525517777777777,0.016270086666666666
584,nan,0.0,-0.25027936000000006,35314.0,392.0,0.0,-0.000638467755102041
